Date,Rate,High (est),Low (est)
1996-03-29,0.0265385,0.0,0.0
1996-04-01,0.0265385,0.0,0.0
1996-04-02,0.0265385,0.0,0.0
1996-04-03,0.0265385,0.0,0.0
1996-04-04,0.0265385,0.0,0.0
1996-04-05,0.0265385,0.0,0.0
1996-04-08,0.0265385,0.0,0.0
1996-04-09,0.0265385,0.0,0.0
1996-04-10,0.0265385,0.0,0.0
1996-04-11,0.0265385,0.0,0.0
1996-04-12,0.0265385,0.0,0.0
1996-04-15,0.0265385,0.0,0.0
1996-04-16,0.0265385,0.0,0.0
1996-04-17,0.0265385,0.0,0.0
1996-04-18,0.0265385,0.0,0.0
1996-04-19,0.0265385,0.0,0.0
1996-04-22,0.0265385,0.0,0.0
1996-04-23,0.0265385,0.0,0.0
1996-04-24,0.0265385,0.0,0.0
1996-04-25,0.0265385,0.0,0.0
1996-04-26,0.0265385,0.0,0.0
1996-04-29,0.0265385,0.0,0.0
1996-04-30,0.0265385,0.0,0.0
1996-05-01,0.0265385,0.0,0.0
1996-05-02,0.0265385,0.0,0.0
1996-05-03,0.0265385,0.0,0.0
1996-05-06,0.0265385,0.0,0.0
1996-05-07,0.0265385,0.0,0.0
1996-05-08,0.0265385,0.0,0.0
1996-05-09,0.0265385,0.0,0.0
1996-05-10,0.0265385,0.0,0.0
1996-05-13,0.0265385,0.0,0.0
1996-05-14,0.0265385,0.0,0.0
1996-05-15,0.0265385,0.0,0.0
1996-05-16,0.0265385,0.0,0.0
1996-05-17,0.0265385,0.0,0.0
1996-05-20,0.0265385,0.0,0.0
1996-05-21,0.0265385,0.0,0.0
1996-05-22,0.0265385,0.0,0.0
1996-05-23,0.0265385,0.0,0.0
1996-05-24,0.0265385,0.0,0.0
1996-05-27,0.0265385,0.0,0.0
1996-05-28,0.0265385,0.0,0.0
1996-05-29,0.0265385,0.0,0.0
1996-05-30,0.0265385,0.0,0.0
1996-05-31,0.0265385,0.0,0.0
1996-06-03,0.0265385,0.0,0.0
1996-06-04,0.0265385,0.0,0.0
1996-06-05,0.0265385,0.0,0.0
1996-06-06,0.0265385,0.0,0.0
